delta,R,Z,p
1526.3695855233645,0.6139445505841592,0.3769279111919851,0.6859655225505115
1572.597156884632,0.6060759456559948,0.36732805190280826,0.6925824047973866
1620.2247747184115,0.6003001709169046,0.3603602952028648,0.6974250019157578
1669.2948407790554,0.5958328927665164,0.355016836102515,0.7011616382799765
1719.8510409988405,0.5919607432148091,0.35041752150742905,0.7043939286987763
1771.9383843805313,0.5881605795656463,0.34593286735499684,0.7075599858854754
1825.603243067842,0.5857467084392618,0.34309920644742953,0.709567814366265
1880.8933936294723,0.584379721988167,0.34149965947096733,0.7107037096350638
1937.8580595934695,0.5849047997884284,0.3421136248155414,0.7102674961107837
1996.5479552697793,0.5863648917438707,0.3438237862698012,0.7090538620675896
2057.015330900027,0.5882402213316946,0.34602655799236104,0.7074936972447854
2119.314019174661,0.5905682258820982,0.3487708294215289,0.7055548041464081
2183.499483158955,0.5932064621559688,0.3518939067436008,0.703354739212765
2249.6288656704733,0.5985769764220545,0.3582943967025688,0.6988673004895449
2317.761040151984,0.6034904540746914,0.3642007281592771,0.6947517245107617
2387.9566630851114,0.6101054598703098,0.3722286721635622,0.6891966244202469
2460.2782279913795,0.616525301686909,0.38010344762013404,0.6837906690360859
2534.790121068735,0.6227337644343491,0.38779734136657534,0.678549843314804
2611.558678513073,0.6304569312126939,0.3974759421141273,0.6720141096918715
2690.6522455758013,0.6374033931837878,0.4062830856422063,0.6661215712789224
2772.141237410018,0.6441196208546242,0.4148900859699047,0.6604128653554321
2856.098201759478,0.6516324659023358,0.4246248706179587,0.6540150793910061
2942.597883546149,0.6581666899618382,0.4331833917753224,0.6484415620506827
3031.7172914138728,0.6653927930607542,0.4427475690571915,0.6422693152751651
3123.5357662873544,0.6724548146085987,0.45219547769028473,0.6362297888390264
3218.1350520075366,0.6797726104792564,0.46209080195778274,0.6299651352771858
3315.5993681062264,0.6873429531306157,0.47244033521831563,0.6234789127409677
3416.0154847847766,0.6930591198309997,0.4803309435809198,0.618578643296614
3519.4728001635663,0.7001008538102517,0.4901412055058433,0.6125398940718221
3626.0634198710577,0.705982768569707,0.49841166951734833,0.6074947963292134
3735.8822390432806,0.7100301262007049,0.5041427801125888,0.604023134207607
3849.0270268067566,0.717013149965639,0.5141078572236478,0.5980338883092778
3965.5985133200625,0.7221137480612778,0.5214482651391065,0.5936601477802758
4085.700479451537,0.7274179030992454,0.529136805749303,0.5891132694532736
4209.439849172961,0.7309385564560946,0.5342711733141193,0.5860962971406972
4336.926784751466,0.7360597136071731,0.5417839019954737,0.5817096132943232
4468.274784824429,0.7386522134649119,0.5456070924566138,0.5794898725991378
4603.600785444652,0.743013491578119,0.5520690486671075,0.575757307243266
4743.025264185795,0.7486326920640084,0.5604509076270043,0.5709515593850377
4886.672347400746,0.7509275742475648,0.5638922217653319,0.568990112624386
5034.669920728404,0.7555548013073824,0.570863057778638,0.5650375681311776
5187.149742947278,0.7582530339984934,0.5749476635679203,0.5627343195427694
5344.247563277246,0.7607424234890869,0.5787290348960492,0.5606104302592663
5506.103242233906,0.7625752659051828,0.5815210361703601,0.5590473882465972
5672.860876143127,0.7641445985419921,0.5839169674809022,0.5577095524263711
5844.6689254266375,0.7652636442793487,0.5856284452557095,0.5567558612660007
6021.680346772865,0.7673437490219518,0.588816429163064,0.5549837587579568
6204.052729310702,0.7692294162810138,0.5917138948720292,0.5533780397292103
6391.948434907416,0.7701995204771537,0.5932073013432374,0.5525522381658331
6585.534742715633,0.7720026817780656,0.5959881406725251,0.551017813653289
6784.983998098044,0.7739302584005466,0.5989680448679368,0.5493782774023466
6990.473766062459,0.7747962924807565,0.600309294841926,0.5486419177336533
7202.186989343777,0.7785028321031938,0.6060666595926935,0.5454922616553393
7420.312151273628,0.779873312054417,0.6082023828547259,0.5443284843383699
7645.04344358267,0.7816425638127729,0.6109650975638046,0.5428267354351962
7876.580939284952,0.7829217235296629,0.6129664251746578,0.5417414476720864
8115.130770798233,0.7842308240580307,0.6150179854027378,0.5406311717525192
8360.90531345886,0.7847341047341697,0.6158076151329387,0.5402044418077284
8614.123374594556,0.7847431401719427,0.6158217960469212,0.540196781269323
8875.01038832347,0.784946491436018,0.6161409944177146,0.5400243788535829
9143.798616252909,0.7827069830997108,0.6126302213930508,0.5419236138162044
9420.727354256396,0.7817761943078758,0.6111740179865055,0.5427133396899316
9706.04314551321,0.7799952591401554,0.6083926042811181,0.5442249512450716
10000.0,0.7778147408664707,0.6049957711091749,0.546076735933725
